롯데정밀화학(004000),시가,고가,저가,종가,거래량,시가총액(백만),상장주식수(주)
2006-03-17,28800,29050,28450,29000,106914,748200.0,25800000.0
2006-03-20,29000,29600,28850,29450,126272,759810.0,25800000.0
2006-03-21,29300,29650,29050,29050,79391,749490.0,25800000.0
2006-03-22,28850,28950,27500,28000,205924,722400.0,25800000.0
2006-03-23,28200,28400,27550,27700,131737,714660.0,25800000.0
2006-03-24,27700,27750,26300,27400,255552,706920.0,25800000.0
2006-03-27,27400,27550,26500,26750,155068,690150.0,25800000.0
2006-03-28,26450,26700,25900,25900,289791,668220.0,25800000.0
2006-03-29,25550,26500,25500,26300,240116,678540.0,25800000.0
2006-03-30,26450,26650,26150,26450,278862,682410.0,25800000.0
2006-03-31,26600,27050,26400,26800,294486,691440.0,25800000.0
2006-04-03,26800,27300,26600,27200,291911,701760.0,25800000.0
2006-04-04,27300,27800,27150,27500,195567,709500.0,25800000.0
2006-04-05,27550,28200,27300,28200,207444,727560.0,25800000.0
2006-04-06,28300,28400,27650,27800,182102,717240.0,25800000.0
2006-04-07,27600,27750,27100,27400,196719,706920.0,25800000.0
2006-04-10,27200,27700,27100,27700,128380,714660.0,25800000.0
2006-04-11,27500,27700,26750,26850,180537,692730.0,25800000.0
2006-04-12,26300,28300,26300,28300,298803,730140.0,25800000.0
2006-04-13,28200,28900,28200,28400,256418,732720.0,25800000.0
2006-04-14,28750,29700,28500,29600,309979,763680.0,25800000.0
2006-04-17,29650,29800,29200,29650,193038,764970.0,25800000.0
2006-04-18,29150,29150,27950,28150,482640,726270.0,25800000.0
2006-04-19,28400,28800,27750,28100,345390,724980.0,25800000.0
2006-04-20,28200,28300,27150,27200,386270,701760.0,25800000.0
2006-04-21,27200,27900,27150,27650,240840,713370.0,25800000.0
2006-04-24,27700,28550,27400,28400,274292,732720.0,25800000.0
2006-04-25,28250,29250,28250,29100,336624,750780.0,25800000.0
2006-04-26,29250,29950,29150,29600,290830,763680.0,25800000.0
2006-04-27,29700,29750,28950,29100,245950,750780.0,25800000.0
2006-04-28,29000,29650,28600,29000,217301,748200.0,25800000.0
2006-05-02,28750,29500,28600,29350,197408,757230.0,25800000.0
2006-05-03,29350,30050,28850,29800,394644,768840.0,25800000.0
2006-05-04,29850,30200,29400,30000,349839,774000.0,25800000.0
2006-05-08,30050,30200,29300,29600,196967,763680.0,25800000.0
2006-05-09,29350,29550,28950,29300,181014,755940.0,25800000.0
2006-05-10,29050,29550,28850,29000,181466,748200.0,25800000.0
2006-05-11,29000,29750,28900,29750,159580,767550.0,25800000.0
2006-05-12,29400,29450,28650,29000,125270,748200.0,25800000.0
2006-05-15,28500,28500,27800,28250,127410,728850.0,25800000.0
2006-05-16,28200,28500,26650,26650,203470,687570.0,25800000.0
2006-05-17,26700,27350,26700,26900,115160,694020.0,25800000.0
2006-05-18,26100,26300,25500,26000,159430,670800.0,25800000.0
2006-05-19,26000,26450,25700,26400,104060,681120.0,25800000.0
2006-05-22,26600,26650,25450,25450,100627,656610.0,25800000.0
2006-05-23,25150,26100,25100,25700,183646,663060.0,25800000.0
2006-05-24,25700,25800,24650,25750,150339,664350.0,25800000.0
2006-05-25,26050,26050,25100,25100,96872,647580.0,25800000.0
2006-05-26,25350,25800,25100,25400,103393,655320.0,25800000.0
2006-05-29,25800,25800,25300,25300,91897,652740.0,25800000.0
2006-05-30,25200,25450,24350,25000,121362,645000.0,25800000.0
2006-06-01,24500,25150,24000,24000,93870,619200.0,25800000.0
2006-06-02,24500,24700,23300,24100,91630,621780.0,25800000.0
2006-06-05,24400,24400,23000,23450,107267,605010.0,25800000.0
2006-06-07,22800,22850,21900,22000,118436,567600.0,25800000.0
2006-06-08,21800,22100,21250,21250,163983,548250.0,25800000.0
2006-06-09,21600,22550,21600,22200,106009,572760.0,25800000.0
2006-06-12,22200,23050,21800,23000,84374,593400.0,25800000.0
2006-06-13,22500,23000,22300,22550,73532,581790.0,25800000.0
2006-06-14,22550,24100,22350,23900,124182,616620.0,25800000.0
2006-06-15,24300,24300,22650,23150,147743,597270.0,25800000.0
2006-06-16,23550,23800,23500,23600,68000,608880.0,25800000.0
2006-06-19,23500,23500,22500,22550,89880,581790.0,25800000.0
2006-06-20,22500,22950,22150,22700,64030,585660.0,25800000.0
2006-06-21,22450,22750,21700,21850,110850,563730.0,25800000.0
2006-06-22,22250,22650,21850,22100,82060,570180.0,25800000.0
2006-06-23,21900,22150,21600,21900,57820,565020.0,25800000.0
2006-06-26,21900,23050,21700,22900,115214,590820.0,25800000.0
2006-06-27,22900,23300,22500,23300,89561,601140.0,25800000.0
2006-06-28,22800,23100,22500,22800,40690,588240.0,25800000.0
2006-06-29,22950,23700,22700,23700,120153,611460.0,25800000.0
2006-06-30,24100,24200,23750,24050,101600,620490.0,25800000.0
2006-07-03,24000,24000,23300,23500,151870,606300.0,25800000.0
2006-07-04,23600,23750,23000,23050,110830,594690.0,25800000.0
2006-07-05,22600,22800,22100,22150,133296,571470.0,25800000.0
2006-07-06,22000,22500,21950,22050,102565,568890.0,25800000.0
2006-07-07,22350,22350,21000,21200,356854,546960.0,25800000.0
2006-07-10,20900,20950,20400,20650,398226,532770.0,25800000.0
2006-07-11,20800,20900,20450,20500,419584,528900.0,25800000.0
2006-07-12,20550,21350,20350,21350,567440,550830.0,25800000.0
2006-07-13,21250,21650,20950,21150,361848,545670.0,25800000.0
2006-07-14,20800,20800,20000,20700,349761,534060.0,25800000.0
2006-07-18,20300,20600,19750,19750,283170,509550.0,25800000.0
2006-07-19,19750,19950,19100,19300,371107,497940.0,25800000.0
2006-07-20,19700,20000,19600,20000,231484,516000.0,25800000.0
2006-07-21,19700,19700,19250,19550,176260,504390.0,25800000.0
2006-07-24,19550,20150,19500,20150,190312,519870.0,25800000.0
2006-07-25,20400,20650,20250,20400,199729,526320.0,25800000.0
2006-07-26,20450,20600,19650,20250,235673,522450.0,25800000.0
2006-07-27,20350,20800,19950,20800,174696,536640.0,25800000.0
2006-07-28,20700,20850,20250,20850,133677,537930.0,25800000.0
2006-07-31,20750,21300,20500,21300,228365,549540.0,25800000.0
2006-08-01,21050,21450,20950,21000,127220,541800.0,25800000.0
2006-08-02,21000,21750,20750,21550,135313,555990.0,25800000.0
2006-08-03,21750,21800,21350,21350,140531,550830.0,25800000.0
2006-08-04,21500,21800,21350,21700,97315,559860.0,25800000.0
2006-08-07,21850,22300,21650,21650,142954,558570.0,25800000.0
2006-08-08,21850,22250,21600,22250,136630,574050.0,25800000.0
2006-08-09,22100,22450,21850,22450,98707,579210.0,25800000.0
2006-08-10,22200,22400,21850,22100,107957,570180.0,25800000.0
2006-08-11,22400,22500,21800,21900,88841,565020.0,25800000.0
2006-08-14,21900,22400,21600,22400,96383,577920.0,25800000.0
2006-08-16,22300,22950,22300,22950,130248,592110.0,25800000.0
2006-08-17,22950,23050,22700,22750,108748,586950.0,25800000.0
2006-08-18,22700,22850,22300,22700,102953,585660.0,25800000.0
2006-08-21,22850,22850,22000,22000,79660,567600.0,25800000.0
2006-08-22,22200,22600,22100,22400,137099,577920.0,25800000.0
2006-08-23,22500,22500,21950,22400,68102,577920.0,25800000.0
2006-08-24,22150,22200,21850,22000,92821,567600.0,25800000.0
2006-08-25,22000,22450,21750,22250,130054,574050.0,25800000.0
2006-08-28,22400,22650,22300,22500,89873,580500.0,25800000.0
2006-08-29,22700,22750,22500,22600,99426,583080.0,25800000.0
2006-08-30,22700,22700,22300,22600,157761,583080.0,25800000.0
2006-08-31,22650,24150,22650,24000,416914,619200.0,25800000.0
2006-09-01,24250,25750,24200,25700,445791,663060.0,25800000.0
2006-09-04,26000,26100,25250,25700,365367,663060.0,25800000.0
2006-09-05,25900,25900,24950,25400,185417,655320.0,25800000.0
2006-09-06,25150,26000,25050,26000,137605,670800.0,25800000.0
2006-09-07,25550,26500,25500,26500,167323,683700.0,25800000.0
2006-09-08,26500,26600,26100,26200,74440,675960.0,25800000.0
2006-09-11,25700,26100,25000,25300,202412,652740.0,25800000.0
2006-09-12,25250,25850,25050,25850,147897,666930.0,25800000.0
2006-09-13,26100,26150,25700,26000,94713,670800.0,25800000.0
2006-09-14,26000,26950,25600,26950,203312,695310.0,25800000.0
2006-09-15,26600,27250,26600,27250,101060,703050.0,25800000.0
2006-09-18,27150,27300,26850,27050,121485,697890.0,25800000.0
2006-09-19,27050,27800,26600,27700,158283,714660.0,25800000.0
2006-09-20,27350,27850,27200,27850,74321,718530.0,25800000.0
2006-09-21,27900,28150,27200,27650,109038,713370.0,25800000.0
2006-09-22,27050,27350,26700,26700,75115,688860.0,25800000.0
2006-09-25,26300,27350,26300,27300,86041,704340.0,25800000.0
2006-09-26,27750,27750,27000,27200,77160,701760.0,25800000.0
2006-09-27,27150,27600,26950,27200,80133,701760.0,25800000.0
2006-09-28,27300,27400,26900,27250,95220,703050.0,25800000.0
2006-09-29,27350,27850,27350,27650,91019,713370.0,25800000.0
2006-10-02,27500,28100,27500,27800,114746,717240.0,25800000.0
2006-10-04,27500,27550,26200,27300,106785,704340.0,25800000.0
2006-10-09,26800,27300,24850,25050,219198,646290.0,25800000.0
2006-10-10,24900,26100,24900,26100,188933,673380.0,25800000.0
2006-10-11,25500,26100,25500,26100,100550,673380.0,25800000.0
2006-10-12,25950,26600,25750,26600,89970,686280.0,25800000.0
2006-10-13,26900,27100,26350,26850,110503,692730.0,25800000.0
2006-10-16,26700,26900,26400,26750,90767,690150.0,25800000.0
2006-10-17,26800,26850,25850,26050,102517,672090.0,25800000.0
2006-10-18,25850,26050,25150,26050,145170,672090.0,25800000.0
2006-10-19,26050,26050,25650,25750,103657,664350.0,25800000.0
2006-10-20,25900,26100,25500,26100,124848,673380.0,25800000.0
2006-10-23,26250,26950,26250,26500,126796,683700.0,25800000.0
2006-10-24,26500,26600,25100,25100,512388,647580.0,25800000.0
2006-10-25,25100,25100,24200,24700,439428,637260.0,25800000.0
2006-10-26,24700,24700,24150,24150,251054,623070.0,25800000.0
2006-10-27,24100,24650,24100,24200,273832,624360.0,25800000.0
2006-10-30,23850,24050,23350,23850,291672,615330.0,25800000.0
2006-10-31,23850,24250,23550,24050,255466,620490.0,25800000.0
2006-11-01,24400,24950,24350,24600,252825,634680.0,25800000.0
2006-11-02,24550,24900,24300,24900,225355,642420.0,25800000.0
2006-11-03,24700,25550,24650,25450,195473,656610.0,25800000.0
2006-11-06,25500,25500,24750,25100,209956,647580.0,25800000.0
2006-11-07,25200,25500,24900,25500,164135,657900.0,25800000.0
2006-11-08,25500,25650,25150,25150,156665,648870.0,25800000.0
2006-11-09,25250,25500,25150,25300,115928,652740.0,25800000.0
2006-11-10,25200,25200,24500,24900,199057,642420.0,25800000.0
2006-11-13,24800,24900,24650,24750,73493,638550.0,25800000.0
2006-11-14,24950,25600,24750,25500,154508,657900.0,25800000.0
2006-11-15,25650,25950,25350,25350,173842,654030.0,25800000.0
2006-11-16,25400,25600,25100,25600,94750,660480.0,25800000.0
2006-11-17,25750,26000,25450,26000,145314,670800.0,25800000.0
2006-11-20,26150,26150,25550,25750,94950,664350.0,25800000.0
2006-11-21,25550,25750,24900,25000,243166,645000.0,25800000.0
2006-11-22,24950,25000,24300,24500,472191,632100.0,25800000.0
2006-11-23,24500,24650,23450,23450,654114,605010.0,25800000.0
2006-11-24,23500,23600,22750,23400,409706,603720.0,25800000.0
2006-11-27,23150,23600,23150,23400,327804,603720.0,25800000.0
2006-11-28,23000,23450,22900,23150,180554,597270.0,25800000.0
2006-11-29,23200,23600,23200,23450,209911,605010.0,25800000.0
2006-11-30,23550,23800,23400,23500,267885,606300.0,25800000.0
2006-12-01,23700,23750,23250,23300,259139,601140.0,25800000.0
2006-12-04,23300,23300,22950,22950,117085,592110.0,25800000.0
2006-12-05,23150,23250,22800,22800,128550,588240.0,25800000.0
2006-12-06,22850,23000,22350,22400,153542,577920.0,25800000.0
2006-12-07,22350,22950,22350,22700,98630,585660.0,25800000.0
2006-12-08,22600,22800,22100,22200,94572,572760.0,25800000.0
2006-12-11,22500,22550,22100,22100,75466,570180.0,25800000.0
2006-12-12,22400,22750,22100,22650,118346,584370.0,25800000.0
2006-12-13,22650,22900,22500,22750,79397,586950.0,25800000.0
2006-12-14,22700,23100,22600,22950,126068,592110.0,25800000.0
2006-12-15,23050,23400,22950,23350,85708,602430.0,25800000.0
2006-12-18,23400,23500,23250,23400,99805,603720.0,25800000.0
2006-12-19,23400,23450,23100,23100,66546,595980.0,25800000.0
2006-12-20,23300,23400,23100,23300,117303,601140.0,25800000.0
2006-12-21,23400,23400,23050,23400,115129,603720.0,25800000.0
2006-12-22,23300,23450,23200,23300,128732,601140.0,25800000.0
2006-12-26,23400,23450,22800,22900,188255,590820.0,25800000.0
2006-12-27,22800,22900,22650,22750,81002,586950.0,25800000.0
2006-12-28,23000,23450,23000,23300,105920,601140.0,25800000.0
2007-01-02,23350,23350,23050,23200,46707,598560.0,25800000.0
2007-01-03,23100,23400,23000,23000,151307,593400.0,25800000.0
2007-01-04,23000,23050,22600,22700,88655,585660.0,25800000.0
2007-01-05,22750,22900,22550,22600,93050,583080.0,25800000.0
2007-01-08,22550,22850,22500,22600,51210,583080.0,25800000.0
2007-01-09,22600,23100,22500,22700,78230,585660.0,25800000.0
2007-01-10,22750,22750,22250,22400,92861,577920.0,25800000.0
2007-01-11,22350,23100,22350,23000,129947,593400.0,25800000.0
2007-01-12,23250,23500,23000,23300,234940,601140.0,25800000.0
2007-01-15,23350,23600,23300,23550,129979,607590.0,25800000.0
